policy,graph_id,hour,raw_assignment_accuracy,assignment_accuracy,energy_w,switching_penalty_w,energy_w_with_switching,energy_saving_vs_all_on,energy_saving_with_switching_vs_all_on,energy_gap_vs_oracle,energy_gap_with_switching_vs_oracle_static,served_ratio,active_bs,switch_events,activation_events,deactivation_events,max_load,mean_active_load
rsrp,0,0,0.24,0.26,817.5511885370988,0.0,817.5511885370988,0.19453084873192233,0.19453084873192233,1.5850672656502993,1.5850672656502993,1.0,7.0,0,0,0,0.6167345102305062,0.4871459442522048
rsrp,1,1,0.36,0.3,732.489953612195,0.0,732.489953612195,0.2783350210717291,0.2783350210717291,1.6222001569080289,1.6222001569080289,1.0,7.0,0,0,0,0.3419945082202962,0.2662076717199867
rsrp,2,2,0.42,0.44,816.0607767240556,0.0,816.0607767240556,0.19599923475462505,0.19599923475462505,0.8847673005430962,0.8847673005430962,1.0,7.0,0,0,0,0.6116855897473389,0.4832747447378067
rsrp,3,3,0.42,0.44,889.9609018349261,0.0,889.9609018349261,0.12319122971928467,0.12319122971928467,0.9647455702629357,0.9647455702629357,1.0,7.0,0,0,0,0.8245418521651537,0.6752231216491585
rsrp,4,4,0.36,0.38,771.395174229802,0.0,771.395174229802,0.24000475445339703,0.24000475445339703,1.5348670333008816,1.5348670333008816,1.0,7.0,0,0,0,0.3842337823660834,0.36726019280468086
rsrp,5,5,0.54,0.54,914.7948925611,0.0,914.7948925611,0.09872424378216746,0.09872424378216746,1.089355892939315,1.089355892939315,1.0,7.0,0,0,0,0.8562445890859695,0.739726993665195
rsrp,6,6,0.44,0.42,817.5207437906942,0.0,817.5207437906942,0.19456084355596634,0.19456084355596634,0.8881439160060315,0.8881439160060315,1.0,7.0,0,0,0,0.5307550745185562,0.4870668669888159
rsrp,7,7,0.46,0.5,853.9513935136446,0.0,853.9513935136446,0.15866857781906937,0.15866857781906937,1.0102242176880392,1.0102242176880392,1.0,7.0,0,0,0,0.6085934649476641,0.5816919312042719
rsrp,8,8,0.32,0.32,764.8991036610208,0.0,764.8991036610208,0.2464048239792898,0.2464048239792898,1.5360969074706194,1.5360969074706194,1.0,7.0,0,0,0,0.5032759012674163,0.35038728223641785
rsrp,9,9,0.4,0.34,774.623882219931,0.0,774.623882219931,0.23682376135967387,0.23682376135967387,1.616587418279,1.616587418279,1.0,7.0,0,0,0,0.5467600698984469,0.3756464473244959
rsrp,10,10,0.3,0.32,795.7927925493374,0.0,795.7927925493374,0.21596769206961836,0.21596769206961836,1.5108135765967508,1.5108135765967508,1.0,7.0,0,0,0,0.4938298854660697,0.4306306299982789
rsrp,11,11,0.34,0.34,753.8822818405597,0.0,753.8822818405597,0.25725883562506435,0.25725883562506435,1.481438310885296,1.481438310885296,1.0,7.0,0,0,0,0.3611055582875688,0.3217721606248306
rsrp,12,12,0.44,0.46,922.1495613879931,0.0,922.1495613879931,0.09147826464237131,0.09147826464237131,0.9988917467209361,0.9988917467209361,1.0,7.0,0,0,0,0.8890667139358657,0.7588300295792029
rsrp,13,13,0.34,0.28,775.7061161412017,0.0,775.7061161412017,0.235757521043151,0.235757521043151,1.651332861457849,1.651332861457849,1.0,7.0,0,0,0,0.5246115845352676,0.3784574445226019
rsrp,14,14,0.38,0.36,801.2102169494791,0.0,801.2102169494791,0.210630328128592,0.210630328128592,1.521803731184261,1.521803731184261,1.0,7.0,0,0,0,0.7270566425745036,0.444701862206439
rsrp,15,15,0.52,0.46,804.9295278281514,0.0,804.9295278281514,0.20696598243531877,0.20696598243531877,0.9892846940726396,0.9892846940726396,1.0,7.0,0,0,0,0.630918809236624,0.45436240994325
